text,labels
"Za večerom Lazar sedi, Sutra ide Vidovdan, Pogružena njega gledi Srpske vojske smućen stan. S upaljenom voštanicom Nad Lazarom genij stoji, Skorbnim licem k tronu sudbe On upravlja pogled svoj. „O, ukloni, svemoguća, Ovo od tvog naroda; Nije narod, nije zemlja Gdi ne cveta sloboda.“ Al’ bezglasna stoji sudba, Oko nje je užas, strah; Dečanskoga krv obliva Pri podnožju njenom prah. U suzama Dušan tone, Kotrlja se strasti smet, S prebijenom voštanicom Osvetljava genij klet. S tužnim srcem sad iščezne, Smrtni Srpstvu kuca čas; U prsima svaki nosi Svoje sudbe gorki klas. Vražda seje ljuto seme, Vera s zove neverom, Vuk se diže, Miloš pada, Miloš, dika rodu svom. Burno sviće Vidov danak, Da opravda prošlu noć, Al’ je slaba ruka ljudska Gdi s’ protivi viša moć. Nije l’ Rima drevnog sila Polubožna negda bila? Sve razdora sruši vlast; Leti Srbin, leti voljno Na Kosovo, polje bojno, Nagli svoju u propast. Sablje zveče, Brda ječe; Krv se lije, Srce bije. Konji vrište, Majke pište, A junaka rane tište. Složno, braćo, Srbin bije; Miloš gdi je? Murat leži, Turčin beži, Srbinu se sreća smeši. No Vuk kleti Ropstvom preti; Lazar pada, Sve propada, Ah, nadvlada Turčin ljuti, — Boj ućuti. Srpsku slavu, srpsku sjajnost, Srpsko ime, srpsku znatnost, Sve proguta Vidovdan. Ništ’ na zemlji postojanog! Danas veseo, sutra tužan, Danas silan, sutra sužan, Danas bogat, sutra dužan, Danas slavan, sutra ništ. Vreme ide, vreme beži Bujnim stremom, bujnom hukom, Sve razdire kivnom rukom Kud manito smrtni teži. Juče strašan, danas smiren, Juče važan, danas prezren, Juče slavan, danas potren, Juče silan, danas rob.","Rodoljubiva poezija"
"Gdi je Prizren, slavni grad, Gdi su carski dvori? Gdi Dušanov zlatni vek Što čudesa stvori? Sve proguta Kosovo, Ode srpska slava, Gdi su bili gradovi, Sada raste trava. Kosovo, crno polje, ti Srba druže neverni, Komu cvetom cvetaš, kom’ li se resiš tako? Vesnom suvo tvoje promenjuješ lice pečalno, Al’ preskorbne spomen bede promenit ne znaš; Žarom reke tvoje zasušuju obraze vlažne, — Potoke suza naših tko će osušit igda? Besna, pusta neslogo, Kćeri adske zmije, Gdi bi znala živiti Da Srbina nije? Čedo strasti, nesrećo, Brza u slepoći, Kad Srbina nestane, Kom’ ćeš onda poći? Hodite, setni potomci, spravljajte majci opelo, Snažna bivša negda, Srbija mrtva leži. Narod bez svesti stenje, jer strasti je trzaju mrtvu, I slepoća duha crni joj iskopa grob. Gdi je Srbije grob? Je l’ Kosovo? Marica? Prilip? Ah, sva bedna zemlja opšti plačevni je grob. Srpski rode, prekidaj Grozne suze prolivati: Mrtva leži tvoja mati, Tvoja slava, tvoja dika. Crni slovi neizgladni Na grobu joj natpis reži: „Ovde Srpstva majka leži, Od sinova ubijena.“ Pitaš gdi su gradovi, Gdi su carstva mnoga, Kud tolike prestole Sudba vrže stroga? Pitaj bolje gdi je mir, Gdi je sreća stalna, Gdi ne stiže nesreća, Bleda i pečalna. Beda u pustinji, beda u gradu, u stanu i vesi, Beda gnjavi svaki prostrane predel zemlje. Zlato i svila pokriva prsi pečalne i bolne, Ispod osmeja skorb brižljivo davi srce; Radosti retke kaplje u gorčini čeznu obilnoj, Kratke veselja čase stoguba napast prati. Kad ozbiljna smrt nastupi, Zašto plačeš, o čoveče? Zar su bude morske preče Neg’ bezbrižan mir u zemlji? Slava, sila i bogatstvo Promenljiv je obraz mraka. I gordinja taje svaka, I ostaje večno — ništa.","Rodoljubiva poezija"
"Od Bosne se turska vojska silna ljuta diže, Sablja seva, puška puca, četa četu stiže, A Drina se plačem guši, Mačva teško diše, Jadar sa njom i Pocerje i Šabac uzdiše. Oblak se vije, Sunce se krije Serbiji. S Deligrada, Negotina i Kladova tutnji, A Morava predaje se gorke sudbe slutnji; Već i Petki javljaju se silna groma glasi, Beogradu udaraju grozna roka časi. Suze, ah, lije I prsi bije Serbija. Srb Srbina dovikuje, k obrani poziva, Diže glase do nebesa i Boga priziva; Rusa viče i nariče, sinji puca kamen, Ali Moskve više nema, svu proguta plamen. Pomoći nije, Žalost, ah, pije Serbija. Bolan Đorđe u Topoli u postelji leži, Desna ruka klonula mu, Turčin većma s’ ježi. Već pogibe hrabri Veljko, desno pade krilo, Ustava se provalila, burja prodre silno. Jauk se čuje, Vrag lance kuje Serbiji. Zalud Vila sa planina biljem Đorđe diže, Pritisnuta sad Serbija veće slabo diše; Nit’ se grudma ustavljaju gromovni udarci: Đorđe brodi preko Save, i deca i starci. Glave kad nije, Ni srca nije Serbiji. Ostavljena skorbna majka neutešna gledi, Prekosavskim carskim Srbma plačevno besedi: „Primite mi u zagrlje moju decu dragu, Hlebom, vinom i ljubavlju dižite im snagu. Brat vam se vije, Nek’ srce bije Srbinu. Ah, hoće li božje oko Srba ozariti, Hoće li se kadgod sunce opet nam roditi, Ljubvom, slogom i junaštvom krst i obraz belit, I kroz silne ove muke večnom slavom svetlit? Gde srce bije, Tu s’ svetlost vije Serbiji. ","Rodoljubiva poezija"
"I sada Mi priviđenja razbuđuju ponoć snovnu, bledi redi od obraza, bližnje duše, drage seni, oživele uspomeni izumrlih prijatelja. Ama nisu javilici od podoba drevna doba, ne nude se duši mojoj mirisima bosiočkim iz davnine mučeničke: već mi disak zagušuju jučeranjim zadasima životova razilaza, te besamrt vida svoga spomenima začinjući samrtničke ništavosti, istu sudbu kô da kažu užasnutom posmatraču. Nebne misli zemni borci, dušinome svakom zraku, svakom ljudskom žrtvenjaku uzastopce u povorci; u ponoći hladne groze gomilina nehajanja zanesenom dušom nose sanovanje svetlij' dana, da prosvetle svetsku tminu; al' umesto sevlju nji'nu da uteče svetski mrak: munjsko umlje kako sinu, te obasja priokolje. još su samo vid'li bolje vekoviti neprozrak.","Rodoljubiva poezija"
"Oj Srbijo, mila mati, Uvek ću te tako zvati Mila zemljo, mili dome Na srcu je slatko tvome. Srećno živet ko u raju, Gde miline večno traju U tebi ću srećno tek Provoditi ovaj vek. Podigni se mati mila, Da nam budeš što si bila, Jer si tužno robovala, Dugo suze prolivala. Sunce ti se već rodilo, Koje ti je zašlo bilo. Na kriocu svagda tvom Uteha je srcu mom.","Rodoljubiva poezija"
"Da, bodri Vuče! Ljute iz nužde su Premnogi dobri Serbije sinovi, I mirni, nježni sercem, dušom, Tuđem nezavidni srebru, zlatu, Oravši rado svojima volovi, Po lepim, toplim, plodnima predel'ma, Ocena svojih žitne njive, Ručak i užinu čekajući, — Znaš, zgotovljenu prabapskim načinom Od vernih ljuba, — nevine desnice Hajdukom dali, koji zverski Lesu po gustomu blude bedni; Umisle hiščne vseljuju v hladnu grud; Po zemlji najpre maternjoj prostiru I smrtni strah i trepet; potom Prehode Savu i Dunav, Tisu. I tiha reka stranima vodama Uvis dignuta, sopstvene bregove Obara, topi tuđe njive. Gibelj su strasti bez uma krepka. Beskrvne ruke onima v četi toj. A drugi, rođen s većima silama, A k dobru nevešt skloniti se Turčinu zlobnu za odmaščenje, Kak' lav razjaren zeleni leti v les, Na rasputice, planine, v doline, Za plenom svojim, čalmom sjajnom; Napada bogate dvore bujno. Gord, sebe voždom smelima predstavlja; Taj čas Mars prospe plamen nad Serbijom. Saziva s Šturca mudra vila K obrani zemlje junake serpske: „O hrabri, čujte! Gluvo je doba sad. Za vas bdim, jadna; s plačnima očima Pod bledosjajnom lunom gledim Levo na Drinu, na Timok desno. Jošt braća, sestre, ocevi, matere I krotka deca slatko počivaju. Kakva ji, bedne, kod vas živih Žalosna sudbina sutra čeka! Već danas serpska padoše svetila Pod mačem zlobe: Rečiti Aleksa Nenadović, i s njime drski Birčanin Ilija, dobri Ruvim! A kamo, gde su plemena vašega Izbrani proči? Kroviju njihovom Kristalne pređe bivše struje Sve porumeniše suncu na žal. Vi mojim rečma serca otvoriste: Junačke hitro skačete na noge. Da, tako treba, lozo slavnih! Lavovi rađaju ravne sebi. Pohvalna dela snimaju pređašnju Svu ljagu s čela, daju mu večni blesk. A pokriveni mrakom, stidom Grbovi lenivih naslednika. Istreb' te smest'ju žestoke dahije Iz zemlje vaše, s njima i njihove Pod skvernom platom krvožedne Samomu Stambulu strašne horte. Mišar i Štubek, Senica, Čučuge I Svileuva, s njome Ivankovci, Salaš, svedoci biće vašeg Duha neustrašljiva, hrabre mišce. Za vas već rastu lavri na Prahovu, Na Varvarinu, tam' na Suvodolu, Vračaru, dugim i širokim Ponikvam, lozničkom polju ravnom. Vam krstozračne vejaće horugve Na gordim stenam' zidanim' pradedi. U prethodnicam' Serbijade Uz gusle pevaće s' ime vaše.“ Tronuti njenim iskrenim glasom, svi V polk blagorodni, česnu pod zastavu, Za ime, čest i slavu roda, Zemlje za slatku svobodu lete, Na sve, kak' munja, strane potekoše, Čeljust u adsku vrgoše tirane. K svobodi otvorene dveri; Pobeda j' pravim junakom skora. Ti vide, Vuče, međ njima hrabrstvene Tam' Obiliće, ovde Kosančiće I Topličane, starog Juga Sinove, — mačeve ognjesevne. Ti, srećni, vide krasno pozorište, Na čas gde vergše Marsa ljubimci mač, Minervi čistu žertvu nose, Njoj preporučuju čeda svoja. Tak' rodu hrabru skiptrom pod železnim, Pod jarmom, bičem, jedan k varvarstvu šag, A s nogu lanac odrinuvšu, Vraćaju s' krasote uma, serca.","Rodoljubiva poezija"
"Domovina se brani rekom i ribom u vodi i visokom tankom smrekom što raste u slobodi. Domovina se brani cvetom i pčelom u cvetu makom i suncokretom i pticom u letu. Domovina se brani knjigom i pesmom o nebu sestrinom suzom i majčinom brigom i onim brašnom u hlebu. Domovina se brani lepotom i čašću i znanjem domovina se brani životom i lepim vaspitanjem.","Rodoljubiva poezija"
"Ne znam kojim rečima – drvenim, kamenim, ili vodenim, ili plamenim, ječmenim ili ražanim – da im kažem: da onaj, ko ima na zemlji i u kesi, u podrumima, na tavanima, u kacama, u loncu i dzaku, a nema u pepelu, od jedne varnice ostane siroma; a da onaj kome je pepeo blago ni u tuđini ne ostaje bez doma. Kad vidim kako u miru ispustiše ono što su odbranili u ratu, i kad ih čujem kako u mraku opet, devet, i sto devet, prevareni puta, deseti, sto deseti, i tristoti put, pred istim đavolom sabiraju snage, ne znam kojim rečima – osinjim, pelinovim ili zmijskim – da im kažem da - ne znam kojim rečima: uljanim, hlebnim ili vinskim – Boga mole da ih, ne od grmljave topova, nego od zujanja muva, ne u ratu, nego u miru čuva! Dok silnici jedan drugom, našim rukama, zlatnu sa glave otimaju krunu, dok jedan drugog tom krunom nadsijavaju, u strašnom ratu, i u još gorem miru, ne znam kojim rečima – ozeblim, gladnim ili žednim – da im kažem: da kruna nije zlatna kapa na glavi: kruna je so na pečenom krompiru.","Rodoljubiva poezija"
"Kradu mi pamćenje, skraćuju mi prošlost, otimaju vekove, dzamijaju crkve, araju azbuku, čekićaju grobove, izdiru temelj, razmeću kolevku. Kud da čergam s Visokim Dečanima? Gde da predignem Pećaršiju? Uzimaju mi ono što nikome nisam uzeo, moje lavre i prestonice, ne znam šta je moje, ni gde mi je granica, narod mi je u najmu i rasejanju, pale mi tapije i zatiru postojanstvo. Zar da opet zatrapim Svete Arhangele? Da mi pomunare ponovo Ljevišku? Očni živac su mi odavno rasturili, sad mi i beli štap otimaju, žrtveno polje sa krvavom travom ne smem da kažem da je moje. Ne daju mi da uđem u kuću, kažu da sam ja prodao, zemlju koju sam od neba kupio neko im je obećao. Ko im je obećao, taj ih je slagao, što im ne obeća ono što je njegovo? Zato jurišaju na mene udruženi kivni što sam ih poznao.","Rodoljubiva poezija"
"Vetar je iz oblaka na naša lomna ramena pao pa smo se svi stresli u robijaškom krugu. Dunuo je sa oblaka vijor i spustio u nas mržnju, mećavu hladnu i tugu. Odakle, odakle nam dolaziš, oblače crni što si se nad Šlesku nadvio, odakle si umoran stigao, i ovde pao, i savio nam glave? Što si nam glave savio? Da li si na uranku bio u rodnom našem kraju? Mesto da nam venac đurđevski baciš od cveća i mlade trave – venac što jutros rano nad zemljom mojom visi – zašto nas u kolo splićeš, ovo snežno u maju? O, da li si na uranku bio u našem rodnom kraju? Od zavičaja – nisi! Da si sa Save pošao, zar se mećava ova ne bi rascvetala u dugu, da si sa Drave došao, spustio bi tek olistalu vrbu u ruke svakom mom drugu, da si se sa Tare digao ti bi mi izvorsku vodu, bistru, nasuo da se njom rano umijem, da si sa Šare stigao, zar bih poželeo, druže, jutros da se ubijem?","Rodoljubiva poezija"
"Da nije još ove noći da nam sećanja ugasi i mutne ove žudi, da nije još ove noći nikad ti, druže, ne bih mogao doći, zalud bi čekala moj korak da te iz samoće razbudi! Da nije još ove noći da nam nebo sklopi, ovo grdno, i naše oči, da nam ove noći nije zar bih još znao kakve su tvoje oči, zar bih se sećao kakve sve boje krije nebo Srbije? Da nema još noći ove da nam javu uspava i bistre probudi snove, da ove noći još nema, nikad, ah nikad Morava protekla ne bi između ovih žica, i zar bi ikad, u pustoj ovoj Šleskoj zalistala lipa, do oblaka golema, i u granju njenom zapevala ptica! Da noći ove još nema!... – Šta sužnju crnom ostaje? Noć neka dovek traje!...","Rodoljubiva poezija"
"Nek se ovaj vijek gordi nad svijema vjekovima, on će era biti strašna ljudskijema koljenima. U nj se osam blizanacah u jedan mah iznjihaše iz kolevke Belonine, i na zemlji pokazaše: Napoleon, Karlo, Bliher, knez Velington i Suvorov. Karađorđe, bič tirjanah, i Švarcenberg i Kutuzov. Arei je, strava zemna, slavom bojnom njih opio i zemlju im za poprište, da se bore, naznačio. Iz grmena velikoga lafu izać trudno nije, u velikim narodima geniju se gnj'jezdo vije: ovde mu je pogotovu materijal k slavnom djelu i trijumfa dični v'jenac, da mu krasi glavu smjelu. Al' heroju topolskome, Karađorđu besmrtnome, sve prepone na put bjehu, k cilju dospje velikome: diže narod, krsti zemlju, a varvarske lance sruši, iz mrtvijeh Srba dozva, dunu život srpskoj duši. Evo tajna besmrtnika: dade Srbu stalne grudi; od viteštva odviknuta u njim lafska srca budi. Faraona istočnoga pred Đorđem se mrznu sile, Đorđem su se srpske mišce sa viteštvom opojile! Od Đorđa se Stambol trese, krvožedni otac kuge, sabljom mu se Turci kunu - kletve u njih nema druge. Da, viteza sustopice tragičeski konac prati: tvojoj glavi bi suđeno za v'jenac se svoj prodati! Pokoljenja djela sude, što je čije daju svjema! Na Borise, Vukašine, opšta grmi anatema, gadno ime Pizonovo ne sm'je kaljat mjesecoslov, za Egista uprav sliči grom nebesni, sud Orestov. Nad svijetlim tvojim grobom zloba grdna bljuva tmuše, al nebesnu silnu zraku što ć' ugasit tvoje duše? Plačne, grdne pomrčine - mogu l' one svjetlost kriti? Svjetlosti se one kriju, one će je raspaliti. Plam će, vječno životvorni, blistat Srbu tvoje zublje, sve će sjajni i čudesni u vjekove bivat dublje. Zna Dušana rodit Srpka, zna dojiti Obiliće, al heroje ka Požarske, divotnike i plemiće, gle, Srpkinje sada rađu... Blagorodstvom Srpstvo diše... Bježi, grdna kletvo, s roda - zavjet Srbi ispuniše!","Rodoljubiva poezija"
"Ja osećam danas da u meni teče Krv predaka mojih, junačkih i grubih, I razumem dobro, u to mutno veče, Zašto bojne igre u detinjstvu ljubih. I prezirem tugu, zaboravljam bolju, Jer u meni teče krv predaka moji', Mučenika starih i junaka koji Umirahu ćutke na strašnome kolju. Jest, ja sam se dugo sa prirodom hrvo, Uspeo sam — sve se može kad se hoće — Da na ovo staro i surovo drvo Nakalemim najzad blagorodno voće. I sad, ako plačem kad se mesec krene S oreolom modrim niz nebeske pute, Il' kad stare šume, čarobne sirene, Jedno tužno veče zlokobno zaćute, Ja osećam ipak, ispod svežih grana I kalema novih da, ko nekad jaka, U korenu starom struji snažna hrana, Neiscrpna krepkost starinskih junaka. Sve iščezne tada. Zaboravljam bolju, A preda me staju redom preci moji, Mučenici stari, i junaci koji Umirahu ćutke na strašnome kolju ...","Rodoljubiva poezija"
"Nek sunce sija, nek cveće cveta Sva moja mila nek krasi mesta, Ali za mene iščezlo sve je, Ni na što duša s' moja ne smeje. Osećanja je usahlo more Kojim je srce brodilo moje, A sada reka druga se pruža Iz koje samo izvire suza. U njoj se sunce života moga Sa svoga svoda jošte niskoga Ogleda mutno, a njeno ime Zove se žalost, teško tom s njime. Pod tom tegotom moj život struku Skršenom liči, a u svom krugu Kao da meni ovoga sveta S gorkošću sudba samo doleta. Znam od kud takve donašaš glase — Samo se srce žaluje na se Što ne uztegnu u sebi čuvstvo — Ali kad s žarom obima Srpstvo. Srećno da si mi, ti Srpstvo, na vek Ovo je svog mog života odjek; Jer su pesmama umukli glasi. Kako su mi 'vakvi nastali časi. Sreća ti bila lepa, ko ruža, Pa neka sudba men' pelen pruža — Kad će i duša srećna mi biti Ako mi sreća tvoja grob kiti.","Rodoljubiva poezija"
"Na ruku bledu glavu je nag’o, Pa se duboko put zemlje sag’o. Da li sa bola od rana teških, Štono ih daju bojevi viteški? Ili sa čežnje za silnim blagom, Za kakvom lepom odnetom dragom, Što beše jedia uteha snažna Za takva junaka, smela, odvažna? Čelo mu mutno — u crnoj boji Ka’ burno more otvoreno stoji; Po njemu bore, k’o vali morski, Kada ih krene taj vetar gorski Kupe se, dižu, sležu se, nižu, Kažu, da bolnik oseća grižu; A da l’ od svesti prekora grešnog, Ili od bola srca neutešiog? — Žalosne bore kupe se, slažu, Al’ zato ne znaju ništa da kažu. Smršenu kosu vetar mu kvari, No zato jadnik ništa ne mari; Ne gleda oblak potmuo, kleti, Što zemlju pljuskom zasuti preti; Ne čuje viku grmljavine jake, Što munju pušta sekuć’ oblake; Ne plaši s’ groma, što stenje krha, Što brda cepa iz dna do vrha: Gluho mu uho, a oko tavno — Ne čuje ništa, ma ko mu s’ javn’o; Njegova glava puna je misli, A mračno srce boli pritisli. Obraz mu taman a mutno oko Upalo s’ teška bola duboko; Jedva se vidi zračak mu bledi, No opet zato, rek’o bi, ne gledi, Rek’o bi, slep je... Nad njim se nižu vrleti gole, Sa njih se vidi daleko dole Ravno — Srpskome oku crno, kukavno. Po travi rumena prolivena krv; A po toj svetoj rumenoj reci Lagano plove teški odjeci, Što se u smrtnom rađaju bolu, Te se muklo razležu po dolu; Čuje se jošte i škrgut zuba, Kao lom strašan mramorna stuba, Kada pod silnim teretom pada. Kosovo to je... Po njemu leži satrena nada, Najbolji srpski deli-junaci, Kao sunčani poslednji zraci, Kad se u mutni gube oblaci. Misao daleka pamet mu nosi — Ne po cveću i čistoj rosi, Nego po bolu lanaca kletih, Što će ih prvo jutro doneti, A kroz muku potonjih dana — Jer srpska sila leži skrhana. Eno ga, diže teretnu glavu, Pa je sve većma iziosi na javu; Očima mutnim u maglu gleda... Čini mu s’ vidi tamo daleko, Gde mu napada dvorove neko, I vidi ruku i vidi lice Njegova doma krvne ubice; Oseća zadah paljevine jake I dimove, ka’ tavne oblake, Kad se u pustoj navali sležu, Pa zemlju prlu tavnilom stežu. Čini mu s’ dvore proždire plamen, I kao «pomoć» iz sobe male Da su nevine duše vikale — I još se čuje: Ne daj nas, ne daj! ta, oče, gde si, Pomoći deci zar gotov nesi? Živo ugljevlje dušu nam pali, A slatku majku vuci napali! Evo ti, babo, deca pomreše, A majku slatku Turci odneše!... Bolovi teški gare mu lice — Gadno stvorenje decoubice, Čini mu s’ pred njim celcato stoji, Pa niti bega, nit’ ga se boji. Ceo se stresa sa crnih muka — I još se diže ranjava ruka, Vazduhom maše — pa opet pada; A kleta slutnja, što život kosi, Opet mu nove reči donosi: Oče — gle! majka njima se ne da, Hrabreno stoji kamena, bleda, Očajnom rukom naprla nož!... A on se samo u boji menja, K’o lik umiven bledoga stenja. Kad s neba odu šareni zraci, Pa ih zamenu mutni oblaci. I opet čuje: Ta, oče, oče, eno ih, jure, Da majci dragoj u grlo sjure Ubojni nož... Pa onda sa bola na kamen seda; I još mu s’ čini, kao da gleda, Da verna ljuba zagrli čeda, Pa onda onako kamena, bleda, Juriši na prvog dušmana svog — A jadnu decu, gle plamen guta, Šiljuć’ ih nebu, da ih čuva Bog. Haj! to je tuga, što žeže grudi, Te se očajnik naprasno budi, I uzdišući viče, preti, Na nebu da će Turkom da s’ sveti. Pa tako preteć’ na razboj ode...                   Sunčanom zraku palo na žao, Te se sa mutna neba sišao, A večer tiha spustila krila (I ako j’ Srpstvu prokleta bila) Te čistom rosom sa mutnih čela Znoj junaka ranjenih odnela: Poslednji napor otpora jaka, Što guta sile snažnih junaka.","Rodoljubiva poezija"
"Gledam: za suzu srpskih terena, kao u 'albi, zamiču bratstva — udišu, usput, miris od sena. Slušam i 'agor: kao kad pastva hrišćana kreće, zorom, u žetvu. Kud li da pođe ovaj tumarač; s raskršća kog li Mesečev cvet mu tabane praši, skupiv u 'arač pucnjavu letnju — s koje već prska, s pčelom u mesu, šljiva — a srpska? Šklopoće, drči otpadak smisla — opanak krpljen: praslika trenja zemlje i zvezda, Srbija s visa jaglike bere s unezverenja moje jednine, što se kotrlja, odskače, tumba, sva u mutljagu stvarnosti mučne, čija se brlja oseća svukud — vonja po tragu vizija lepih, s kojih tek prska, s bregova plavih, šljiva — a srpska. Voćke kad rade, počne i zbrka u pesimizmu: čaške treznoće, bačve pijanstva čin su i svrha dvojnog jedinstva, koje me hoće smaći sa kičme nepostojanja rodne blizine, što se rascveta po siromaštvu svakojih grana, tužna u dvoru davnašnjih leta, s čijih se krošnji, orah kad prska, blisko zaplavi šljiva — a srpska. Kapni mi, tropno, trudna od zrenja, poput dobrote kojom se prašta: nije mi lako biti sred vrenja kad se raskipi s jesenjih bašta. Šljivov je vidik razgranat, širok, ali i loman — gotov da kljokne. S njega se čovek, Božiji prirok, u nadahnuću, otisne, propne u ozarenje: svemir gde prska, složno gde prašti šljiva — a srpska. Dremaj, težino tamjana modrog: ti si mi grimiz s Tajne rođenja, spomen na sofru modrila rodnog, čemu se vraćam iz otuđenja, noseći krpe svakojih prnja. Spavaj, pod rodom, letino blaga, strovilom kljukni kad se skotrlja jesen sa brda. — Neka se strada: meni, po glavi, krši se, prska, s krunom o nebu, šljiva — a srpska.","Rodoljubiva poezija"
"Isplivah na groblju, u nesvesti, kao modar rak. Vaznesen u zelenom vrtlogu, iz bezdana. Sa neba je u svet oticala noć zvezdana, a Mesec, u tamu, spuštao svoj poslednji zrak. Bezmerno je svitalo i ja, neizvesna sen, za ostrvom ovim, osunčanim vukodlakom, još u mutnom snu, u vale i pene raznesen, poskočih morem rujnim, na igru lak, i lakom. Pogledah uvis, da li je to mesečine prah, ili je ledeni vir zore, što mi guši dah? Nisam znao da mi, trešnjom i bistrim potokom i strasnom vitkošću devojke, njinom pritokom, Ona to već, iz daleka, kolena prebija! Prvi put izgovorih: Serbia. Porođajem u tuđini, pod zamrzlim snegom, hraniše me tvojim glasom, slabošću i negom. Spustiše me u nemoć detinjstva, da te volim i brigom, za Tobom, za ceo život, obolim. Poviše me u bedu, da Te divnu, rajsku, znam, ali ne dodirnem disanjem i ne sagledam. Trideset godina da čekam da mi se javiš i zenicom tvojom, groznom, nad zemljom zaplaviš. Talasaj, miluj, spavaj – kao jarak sad čeka zavičaj, da trulim, i da se nikud više ne vinem, živ. Kad iznemognem, i moga raspadanja talog slivaće se u tamu, kroz reka naših mulj i sliv, u zemlju koja vri, na dnu blata ustajalog. O, ta krpa, strašilo u žitu, ispod Mesečevog srpa, bednica što vreba put i stada, iz zaseda. To je sad Ona, odmor vranama i vrapcima, što ni sahraniti mirno u nebesa ne da, sjaj, što mi još osta, pod bolnim očnim kapcima! Zar lutajuć mi otac tu je zemlju video? I njoj me mati dojila, od prvoga plača? Ljubičasti Šar zna koliko sam se stideo, jer, sa mnom, cvetno drvo, već umorno korača. Nikad me nisu svet, ni blud, slatko opijali, već ta zemlja koju se umaram da razgalim! Ni svila, ni strast, me nisu tako uvijali, kao zagrljaj bolan tih mrtvih, telom palim. Za tamni jaz lepote države sam ludeo, u duši miris gorak rađanja udisao, pa i kad bih, smućen, u tuđini zabludeo, brak, na rodnom tlu, vraćao je svemu smisao! I sad, u toj brdini tvrdoj, bez smisla po krvi rasutoj, ne samo da senima svojim ne nađoh mira, nego ni za tuge, što se rodih da ublažim, ne znam više šapata, pogleda, ni dodira! U Serbii, zornjaču tražim. A biće: ateisti nisu ni ovde zenice, kad sviće, i dah je žića manje, nego u tuđini, čist. U Bogu je vedro. U nas, sve se sneveseli i, kao što jesen ne zna svaki svoj sveo list, umreću zbog Serbie, a nismo se ni sreli. Da li je to ista moć, koja sve rasipa i razlije? Mesec, što kotrlja, večerom, prazni svet svoj žut? Ona magla, i dim, što stresa, lukom srebrnim, kad razdire noć, na svetli, neznan, Mlečni Put, što se gubi u zvezdanim pustinjama crnim? Ili sjaj jutarnje buktinje Sunca, što diže u beskraj, pa nas ljulja, u plavetnilu, kao rosnu kap? Led večernjače, rumen, u nadzemaljskoj tuzi? Kad, u suton, prelivaju oblaci, kao slap, prolaznost, u kojoj smo svi, u providnoj suzi? Uvek sam, bled i prazan, u svetu ovog slasti, znao da sve to gubim, u telu, i pod travom. Da i sa tih promena pada mrak pepeljasti, i veje, gusto, bliskom i daljem, snom i javom. Serbiu, jedinu još, hučala je ta bura, koje se sad, modar od davljenja, gorko, stidim! Urlah, sred ludog skakanja mora i mehura, da tišinu vanrednu nad zavičajem vidim. Nadah se da ću na brdu umoran da duhnem, začeće i veselje poljupcem da potpirim. Rascvetane padine da vračam i ukunem, nepomičnošću, sav svet da stišam i umirim! Pa to zar da bude meni grob? Gde je bolan Svetozar milovao lica, pod obrazinama ruskim? Zato se, kao Mihajlo, tuđine liših? I ja ću tu vrteti, po gungulama uskim, bedne znake ljubavi, sve praznijih i tiših? I bi rat, da se, nad grobljem našim, omili smeh i razvrat, i skine, navek, žud za sinom, sa mutna oka? Zato je zar bila tama mesa i sjaj misli, duž mladosti, neveselost gorka i duboka, da sa Serbiom umru i mog imena smisli? Patio sam uvek, i zar nije prah, ništa, dim, to proleće, sa svojim biljkama i bubama? U zemlji mog detinjstva, koju i ne vidim, nevraćenoj više dečjim, ni vojnim, trubama. Zar me nije kiša mutna, marta i aprila, uvela u bolnu zbrku igračaka sitnih? Pa šta mi dobro osta, od svih tih toplih krila, što su me nad Frušku bacala, sa ravni žitnih? Ne ostade mi ni mila roda, što, bela, rumenom nogom, hoda. Ni dete moje, dakle, ne silazi sa nekog, prečistog i predivnog, nežnog, sveta, dalekog u kome se nevidljivo u vidljivo menja, nedokučivom, sveznajućom slašću rođenja! Stidni bol prve nepravde, lažni žig sramote, i prvo poniženje, kikotom je opeklo, ali tek kad ljubav snagu i volju mi ote, sve je, iznemoglo, u nepovrat, oteklo. Žar, san, svilu, pesak, šta li, sad, u ruci držim? Kad sve to, što tamo bi i prođe, ovde zahvatim. Zar sam to ja, što upaljenim pogledom spržim, sav taj svet, kuda više ne mogu da se vratim? Da li tela, mili gradovi, ili seni, to drhte, u slabosti sna i žudi ruku grubih? Sve ono što videh drago, tužno, plemenito, zbog čega, gde sve, i šta sve, žarko, ne izljubih? Vratih Ti se! Pa zar da kopnim, bolujem, mrem, u smrti, kuda si brdovita se rasula? Budućnost, što mi obeća rascvetani Srem, uzalud je, suzom braka, na Tebe, kanula. Ljubav mutna više na usnama mi ne rudi, nit mi po nesvesti protiču preobraženja. Zgasnuo žar za Tobom sija mi još na grudi, ali pun žalosti i očajnog razdraženja. Neću sačuvati ni misao, da sam cvetnu granu udisao. Zanavek, zbilja, zar, ovaj svršetak se širi, svemu što je bilo sazidano uvrh gora? Zato su frulom planini svirali pastiri i duši mojoj Serbia bilo što i zora?","Rodoljubiva poezija"
